"operator_name"	"date"	"aggregate_oil_volume"
"356"	"\"BLACKBRUSH O & G, INC.\""	2012-03-01	106845
"357"	"\"BLACKBRUSH O & G, INC.\""	2012-04-01	119798
"358"	"\"BLACKBRUSH O & G, INC.\""	2012-05-01	134298
"359"	"\"BLACKBRUSH O & G, INC.\""	2012-06-01	140855
"360"	"\"BLACKBRUSH O & G, INC.\""	2012-07-01	156311
"361"	"\"BLACKBRUSH O & G, INC.\""	2012-08-01	174046
"362"	"\"BLACKBRUSH O & G, INC.\""	2012-09-01	192794
"363"	"\"BLACKBRUSH O & G, INC.\""	2012-10-01	215631
"364"	"\"BLACKBRUSH O & G, INC.\""	2012-11-01	235294
"365"	"\"BLACKBRUSH O & G, INC.\""	2012-12-01	253119
"366"	"\"BLACKBRUSH O & G, INC.\""	2013-01-01	269224
"367"	"\"BLACKBRUSH O & G, INC.\""	2013-02-01	280892
"368"	"\"BLACKBRUSH O & G, INC.\""	2013-03-01	292427
"369"	"\"BLACKBRUSH O & G, INC.\""	2013-04-01	305251
"370"	"\"BLACKBRUSH O & G, INC.\""	2013-05-01	316396
"371"	"\"BLACKBRUSH O & G, INC.\""	2013-06-01	325594
"372"	"\"BLACKBRUSH O & G, INC.\""	2013-07-01	339314
"373"	"\"BLACKBRUSH O & G, INC.\""	2013-08-01	353068
"374"	"\"BLACKBRUSH O & G, INC.\""	2013-09-01	366947
"375"	"\"BLACKBRUSH O & G, INC.\""	2013-10-01	372567
"376"	"\"BLACKBRUSH O & G, INC.\""	2013-11-01	377888
"377"	"\"BLACKBRUSH O & G, INC.\""	2013-12-01	383422
"378"	"\"BLACKBRUSH O & G, INC.\""	2014-01-01	387517
"379"	"\"BLACKBRUSH O & G, INC.\""	2014-02-01	391235
"380"	"\"BLACKBRUSH O & G, INC.\""	2014-03-01	396991
"381"	"\"BLACKBRUSH O & G, INC.\""	2014-04-01	404070
"382"	"\"BLACKBRUSH O & G, INC.\""	2014-05-01	408765
"383"	"\"BLACKBRUSH O & G, INC.\""	2014-06-01	415597
"384"	"\"BLACKBRUSH O & G, INC.\""	2014-07-01	421895
"385"	"\"BLACKBRUSH O & G, INC.\""	2014-08-01	427756
"386"	"\"BLACKBRUSH O & G, INC.\""	2014-09-01	432859
"387"	"\"BLACKBRUSH O & G, INC.\""	2014-10-01	438701
"388"	"\"BLACKBRUSH O & G, INC.\""	2014-11-01	443606
"389"	"\"BLACKBRUSH O & G, INC.\""	2014-12-01	448809
"390"	"\"BLACKBRUSH O & G, INC.\""	2015-01-01	454022
"391"	"\"BLACKBRUSH O & G, INC.\""	2015-02-01	463252
"392"	"\"BLACKBRUSH O & G, INC.\""	2015-03-01	468057
"393"	"\"BLACKBRUSH O & G, INC.\""	2015-04-01	472708
"394"	"\"BLACKBRUSH O & G, INC.\""	2015-05-01	477014
"395"	"\"BLACKBRUSH O & G, INC.\""	2015-06-01	480974
"396"	"\"BLACKBRUSH O & G, INC.\""	2015-07-01	485532
"397"	"\"BLACKBRUSH O & G, INC.\""	2015-08-01	490271
"398"	"\"BLACKBRUSH O & G, LLC\""	2007-05-01	775
"399"	"\"BLACKBRUSH O & G, LLC\""	2007-06-01	1185
"400"	"\"BLACKBRUSH O & G, LLC\""	2007-07-01	1495
"401"	"\"BLACKBRUSH O & G, LLC\""	2007-08-01	1770
"402"	"\"BLACKBRUSH O & G, LLC\""	2007-09-01	2120
"403"	"\"BLACKBRUSH O & G, LLC\""	2007-10-01	2405
"404"	"\"BLACKBRUSH O & G, LLC\""	2007-11-01	2660
"405"	"\"BLACKBRUSH O & G, LLC\""	2007-12-01	2875
"406"	"\"BLACKBRUSH O & G, LLC\""	2008-01-01	3115
"407"	"\"BLACKBRUSH O & G, LLC\""	2008-02-01	3320
"408"	"\"BLACKBRUSH O & G, LLC\""	2008-03-01	3525
"409"	"\"BLACKBRUSH O & G, LLC\""	2008-04-01	3640
"410"	"\"BLACKBRUSH O & G, LLC\""	2008-05-01	3850
"411"	"\"BLACKBRUSH O & G, LLC\""	2008-06-01	4045
"412"	"\"BLACKBRUSH O & G, LLC\""	2008-07-01	4220
"413"	"\"BLACKBRUSH O & G, LLC\""	2008-08-01	4330
"414"	"\"BLACKBRUSH O & G, LLC\""	2008-09-01	4485
"415"	"\"BLACKBRUSH O & G, LLC\""	2008-10-01	4685
"416"	"\"BLACKBRUSH O & G, LLC\""	2008-11-01	4845
"417"	"\"BLACKBRUSH O & G, LLC\""	2008-12-01	5010
"418"	"\"BLACKBRUSH O & G, LLC\""	2009-01-01	5165
"419"	"\"BLACKBRUSH O & G, LLC\""	2009-02-01	5290
"420"	"\"BLACKBRUSH O & G, LLC\""	2009-03-01	5450
"421"	"\"BLACKBRUSH O & G, LLC\""	2009-04-01	5590
"422"	"\"BLACKBRUSH O & G, LLC\""	2009-05-01	5715
"423"	"\"BLACKBRUSH O & G, LLC\""	2009-06-01	5860
"424"	"\"BLACKBRUSH O & G, LLC\""	2009-07-01	5965
"425"	"\"BLACKBRUSH O & G, LLC\""	2009-08-01	6130
"426"	"\"BLACKBRUSH O & G, LLC\""	2009-09-01	6255
"427"	"\"BLACKBRUSH O & G, LLC\""	2009-10-01	6370
"428"	"\"BLACKBRUSH O & G, LLC\""	2009-11-01	6495
"429"	"\"BLACKBRUSH O & G, LLC\""	2009-12-01	6630
"430"	"\"BLACKBRUSH O & G, LLC\""	2010-01-01	6755
"431"	"\"BLACKBRUSH O & G, LLC\""	2010-02-01	6865
"432"	"\"BLACKBRUSH O & G, LLC\""	2010-03-01	6985
"433"	"\"BLACKBRUSH O & G, LLC\""	2010-04-01	7105
"434"	"\"BLACKBRUSH O & G, LLC\""	2010-05-01	7215
"435"	"\"BLACKBRUSH O & G, LLC\""	2010-06-01	7350
"436"	"\"BLACKBRUSH O & G, LLC\""	2010-07-01	7430
"437"	"\"BLACKBRUSH O & G, LLC\""	2010-08-01	7550
"438"	"\"BLACKBRUSH O & G, LLC\""	2010-09-01	7660
"439"	"\"BLACKBRUSH O & G, LLC\""	2010-10-01	7785
"440"	"\"BLACKBRUSH O & G, LLC\""	2010-11-01	7805
"441"	"\"BLACKBRUSH O & G, LLC\""	2010-12-01	7980
"442"	"\"BLACKBRUSH O & G, LLC\""	2011-01-01	8080
"443"	"\"BLACKBRUSH O & G, LLC\""	2011-02-01	8170
"444"	"\"BLACKBRUSH O & G, LLC\""	2011-03-01	8295
"445"	"\"BLACKBRUSH O & G, LLC\""	2011-04-01	8862
"446"	"\"BLACKBRUSH O & G, LLC\""	2011-05-01	8962
"447"	"\"BLACKBRUSH O & G, LLC\""	2011-06-01	9052
"448"	"\"BLACKBRUSH O & G, LLC\""	2011-07-01	9147
"449"	"\"BLACKBRUSH O & G, LLC\""	2011-08-01	9242
"450"	"\"BLACKBRUSH O & G, LLC\""	2011-09-01	9332
"451"	"\"BLACKBRUSH O & G, LLC\""	2011-10-01	9392
"452"	"\"BLACKBRUSH O & G, LLC\""	2011-11-01	9497
"453"	"\"BLACKBRUSH O & G, LLC\""	2011-12-01	9557
"454"	"\"BLACKBRUSH O & G, LLC\""	2012-01-01	9652
"455"	"\"BLACKBRUSH O & G, LLC\""	2012-02-01	9742
"456"	"\"BLACKBRUSH O & G, LLC\""	2012-03-01	9767
"457"	"\"BLACKBRUSH O & G, LLC\""	2012-04-01	9842
"458"	"\"BLACKBRUSH O & G, LLC\""	2012-05-01	11088
"459"	"\"BLACKBRUSH O & G, LLC\""	2012-06-01	15740
"460"	"\"BLACKBRUSH O & G, LLC\""	2012-07-01	18058
"461"	"\"BLACKBRUSH O & G, LLC\""	2012-08-01	20030
"462"	"\"BLACKBRUSH O & G, LLC\""	2012-09-01	30213
"463"	"\"BLACKBRUSH O & G, LLC\""	2012-10-01	44380
"464"	"\"BLACKBRUSH O & G, LLC\""	2012-11-01	72056
"465"	"\"BLACKBRUSH O & G, LLC\""	2012-12-01	95983
"466"	"\"BLACKBRUSH O & G, LLC\""	2013-01-01	117929
"467"	"\"BLACKBRUSH O & G, LLC\""	2013-02-01	133303
"468"	"\"BLACKBRUSH O & G, LLC\""	2013-03-01	145640
"469"	"\"BLACKBRUSH O & G, LLC\""	2013-04-01	160617
"470"	"\"BLACKBRUSH O & G, LLC\""	2013-05-01	166979
"471"	"\"BLACKBRUSH O & G, LLC\""	2013-06-01	181137
"472"	"\"BLACKBRUSH O & G, LLC\""	2013-07-01	204245
"473"	"\"BLACKBRUSH O & G, LLC\""	2013-08-01	234002
"474"	"\"BLACKBRUSH O & G, LLC\""	2013-09-01	262059
"475"	"\"BLACKBRUSH O & G, LLC\""	2013-10-01	281933
"476"	"\"BLACKBRUSH O & G, LLC\""	2013-11-01	302270
"477"	"\"BLACKBRUSH O & G, LLC\""	2013-12-01	320565
"478"	"\"BLACKBRUSH O & G, LLC\""	2014-01-01	335841
"479"	"\"BLACKBRUSH O & G, LLC\""	2014-02-01	354270
"480"	"\"BLACKBRUSH O & G, LLC\""	2014-03-01	364442
"481"	"\"BLACKBRUSH O & G, LLC\""	2014-04-01	390511
"482"	"\"BLACKBRUSH O & G, LLC\""	2014-05-01	427898
"483"	"\"BLACKBRUSH O & G, LLC\""	2014-06-01	461772
"484"	"\"BLACKBRUSH O & G, LLC\""	2014-07-01	486794
"485"	"\"BLACKBRUSH O & G, LLC\""	2014-08-01	503892
"486"	"\"BLACKBRUSH O & G, LLC\""	2014-09-01	527232
"487"	"\"BLACKBRUSH O & G, LLC\""	2014-10-01	551099
"488"	"\"BLACKBRUSH O & G, LLC\""	2014-11-01	569243
"489"	"\"BLACKBRUSH O & G, LLC\""	2014-12-01	589257
"490"	"\"BLACKBRUSH O & G, LLC\""	2015-01-01	604904
"491"	"\"BLACKBRUSH O & G, LLC\""	2015-02-01	643083
"492"	"\"BLACKBRUSH O & G, LLC\""	2015-03-01	688791
"493"	"\"BLACKBRUSH O & G, LLC\""	2015-04-01	722594
"494"	"\"BLACKBRUSH O & G, LLC\""	2015-05-01	760258
"495"	"\"BLACKBRUSH O & G, LLC\""	2015-06-01	802176
"496"	"\"BLACKBRUSH O & G, LLC\""	2015-07-01	826113
"497"	"\"BLACKBRUSH O & G, LLC\""	2015-08-01	876582
"498"	"\"BLUESTONE NATURAL RES. II, LLC\""	2013-07-01	1
"499"	"\"BLUESTONE NATURAL RES. II, LLC\""	2014-04-01	49
"500"	"\"BURNETT OIL CO., INC.\""	2012-03-01	855
"501"	"\"BURNETT OIL CO., INC.\""	2012-04-01	3367
"502"	"\"BURNETT OIL CO., INC.\""	2012-05-01	4736
"503"	"\"BURNETT OIL CO., INC.\""	2012-06-01	7684
"504"	"\"BURNETT OIL CO., INC.\""	2012-07-01	9394
"505"	"\"BURNETT OIL CO., INC.\""	2012-08-01	10800
"506"	"\"BURNETT OIL CO., INC.\""	2012-09-01	12032
"507"	"\"BURNETT OIL CO., INC.\""	2012-10-01	13140
"508"	"\"BURNETT OIL CO., INC.\""	2012-11-01	14232
"509"	"\"BURNETT OIL CO., INC.\""	2012-12-01	15162
"510"	"\"BURNETT OIL CO., INC.\""	2013-01-01	16030
"511"	"\"BURNETT OIL CO., INC.\""	2013-02-01	16761
"512"	"\"BURNETT OIL CO., INC.\""	2013-03-01	17292
"513"	"\"BURNETT OIL CO., INC.\""	2013-04-01	18207
"514"	"\"BURNETT OIL CO., INC.\""	2013-05-01	18930
"515"	"\"BURNETT OIL CO., INC.\""	2013-06-01	19618
"516"	"\"BURNETT OIL CO., INC.\""	2013-07-01	20265
"517"	"\"BURNETT OIL CO., INC.\""	2013-08-01	20912
"518"	"\"BURNETT OIL CO., INC.\""	2013-09-01	21484
"519"	"\"BURNETT OIL CO., INC.\""	2013-10-01	22094
"520"	"\"BURNETT OIL CO., INC.\""	2013-11-01	22635
"521"	"\"BURNETT OIL CO., INC.\""	2013-12-01	23204
"522"	"\"BURNETT OIL CO., INC.\""	2014-01-01	23750
"523"	"\"BURNETT OIL CO., INC.\""	2014-02-01	24239
"524"	"\"BURNETT OIL CO., INC.\""	2014-03-01	24727
"525"	"\"BURNETT OIL CO., INC.\""	2014-04-01	25348
"526"	"\"BURNETT OIL CO., INC.\""	2014-05-01	25673
"527"	"\"BURNETT OIL CO., INC.\""	2014-06-01	26148
"528"	"\"BURNETT OIL CO., INC.\""	2014-07-01	26598
"529"	"\"BURNETT OIL CO., INC.\""	2014-08-01	26891
"530"	"\"BURNETT OIL CO., INC.\""	2014-09-01	27410
"531"	"\"BURNETT OIL CO., INC.\""	2014-10-01	27835
"532"	"\"BURNETT OIL CO., INC.\""	2014-11-01	27995
"533"	"\"BURNETT OIL CO., INC.\""	2014-12-01	28513
"534"	"\"BURNETT OIL CO., INC.\""	2015-01-01	28919
"535"	"\"BURNETT OIL CO., INC.\""	2015-02-01	29019
"536"	"\"BURNETT OIL CO., INC.\""	2015-03-01	29476
"537"	"\"BURNETT OIL CO., INC.\""	2015-04-01	29853
"538"	"\"BURNETT OIL CO., INC.\""	2015-05-01	30258
"539"	"\"BURNETT OIL CO., INC.\""	2015-06-01	30617
"540"	"\"BURNETT OIL CO., INC.\""	2015-07-01	30976
"541"	"\"BURNETT OIL CO., INC.\""	2015-08-01	31322
"542"	"\"C6 OPERATING, L.L.C.\""	2013-11-01	976
"543"	"\"C6 OPERATING, L.L.C.\""	2013-12-01	7202
"544"	"\"C6 OPERATING, L.L.C.\""	2014-01-01	10739
"545"	"\"C6 OPERATING, L.L.C.\""	2014-02-01	11280
"546"	"\"C6 OPERATING, L.L.C.\""	2014-03-01	12522
"547"	"\"C6 OPERATING, L.L.C.\""	2014-04-01	14395
"548"	"\"C6 OPERATING, L.L.C.\""	2014-05-01	15794
"549"	"\"C6 OPERATING, L.L.C.\""	2014-06-01	16948
"550"	"\"C6 OPERATING, L.L.C.\""	2014-07-01	17967
"551"	"\"C6 OPERATING, L.L.C.\""	2014-08-01	18841
"552"	"\"C6 OPERATING, L.L.C.\""	2014-09-01	19594
"553"	"\"C6 OPERATING, L.L.C.\""	2014-10-01	20339
"554"	"\"C6 OPERATING, L.L.C.\""	2014-11-01	21061
"555"	"\"C6 OPERATING, L.L.C.\""	2014-12-01	21751
"556"	"\"C6 OPERATING, L.L.C.\""	2015-01-01	22376
"557"	"\"C6 OPERATING, L.L.C.\""	2015-02-01	22856
"558"	"\"C6 OPERATING, L.L.C.\""	2015-03-01	23441
"559"	"\"C6 OPERATING, L.L.C.\""	2015-04-01	24059
"560"	"\"C6 OPERATING, L.L.C.\""	2015-05-01	24576
"561"	"\"C6 OPERATING, L.L.C.\""	2015-06-01	25214
"562"	"\"C6 OPERATING, L.L.C.\""	2015-07-01	25790
"563"	"\"C6 OPERATING, L.L.C.\""	2015-08-01	26332
"564"	"\"C6 OPERATING, L.L.C.\""	2015-09-01	26777
"565"	"\"C6 OPERATING, L.L.C.\""	2015-10-01	27305
"566"	"\"CARRIZO OIL & GAS, INC.\""	2010-11-01	14810
"567"	"\"CARRIZO OIL & GAS, INC.\""	2010-12-01	43362
"568"	"\"CARRIZO OIL & GAS, INC.\""	2011-01-01	64889
"569"	"\"CARRIZO OIL & GAS, INC.\""	2011-02-01	89455
"570"	"\"CARRIZO OIL & GAS, INC.\""	2011-03-01	105923
"571"	"\"CARRIZO OIL & GAS, INC.\""	2011-04-01	138785
"572"	"\"CARRIZO OIL & GAS, INC.\""	2011-05-01	167239
"573"	"\"CARRIZO OIL & GAS, INC.\""	2011-06-01	187051
"574"	"\"CARRIZO OIL & GAS, INC.\""	2011-07-01	213643
"575"	"\"CARRIZO OIL & GAS, INC.\""	2011-08-01	277845
"576"	"\"CARRIZO OIL & GAS, INC.\""	2011-09-01	341513
"577"	"\"CARRIZO OIL & GAS, INC.\""	2011-10-01	400930
"578"	"\"CARRIZO OIL & GAS, INC.\""	2011-11-01	449913
"579"	"\"CARRIZO OIL & GAS, INC.\""	2011-12-01	525537
"580"	"\"CARRIZO OIL & GAS, INC.\""	2012-01-01	644725
"581"	"\"CARRIZO OIL & GAS, INC.\""	2012-02-01	764364
"582"	"\"CARRIZO OIL & GAS, INC.\""	2012-03-01	867059
"583"	"\"CARRIZO OIL & GAS, INC.\""	2012-04-01	991630
"584"	"\"CARRIZO OIL & GAS, INC.\""	2012-05-01	1150362
"585"	"\"CARRIZO OIL & GAS, INC.\""	2012-06-01	1332605
"586"	"\"CARRIZO OIL & GAS, INC.\""	2012-07-01	1510581
"587"	"\"CARRIZO OIL & GAS, INC.\""	2012-08-01	1711272
"588"	"\"CARRIZO OIL & GAS, INC.\""	2012-09-01	1888820
"589"	"\"CARRIZO OIL & GAS, INC.\""	2012-10-01	2064544
"590"	"\"CARRIZO OIL & GAS, INC.\""	2012-11-01	2264892
"591"	"\"CARRIZO OIL & GAS, INC.\""	2012-12-01	2474621
"592"	"\"CARRIZO OIL & GAS, INC.\""	2013-01-01	2683496
"593"	"\"CARRIZO OIL & GAS, INC.\""	2013-02-01	2887288
"594"	"\"CARRIZO OIL & GAS, INC.\""	2013-03-01	3100567
"595"	"\"CARRIZO OIL & GAS, INC.\""	2013-04-01	3314698
"596"	"\"CARRIZO OIL & GAS, INC.\""	2013-05-01	3507207
"597"	"\"CARRIZO OIL & GAS, INC.\""	2013-06-01	3686937
"598"	"\"CARRIZO OIL & GAS, INC.\""	2013-07-01	3883280
"599"	"\"CARRIZO OIL & GAS, INC.\""	2013-08-01	4054452
"600"	"\"CARRIZO OIL & GAS, INC.\""	2013-09-01	4231139
"601"	"\"CARRIZO OIL & GAS, INC.\""	2013-10-01	4414750
"602"	"\"CARRIZO OIL & GAS, INC.\""	2013-11-01	4638116
"603"	"\"CARRIZO OIL & GAS, INC.\""	2013-12-01	4861325
"604"	"\"CARRIZO OIL & GAS, INC.\""	2014-01-01	5066460
"605"	"\"CARRIZO OIL & GAS, INC.\""	2014-02-01	5262963
"606"	"\"CARRIZO OIL & GAS, INC.\""	2014-03-01	5469372
"607"	"\"CARRIZO OIL & GAS, INC.\""	2014-04-01	5695769
"608"	"\"CARRIZO OIL & GAS, INC.\""	2014-05-01	5902488
"609"	"\"CARRIZO OIL & GAS, INC.\""	2014-06-01	6109758
"610"	"\"CARRIZO OIL & GAS, INC.\""	2014-07-01	6322912
"611"	"\"CARRIZO OIL & GAS, INC.\""	2014-08-01	6508891
"612"	"\"CARRIZO OIL & GAS, INC.\""	2014-09-01	6708669
"613"	"\"CARRIZO OIL & GAS, INC.\""	2014-10-01	6914823
"614"	"\"CARRIZO OIL & GAS, INC.\""	2014-11-01	7105811
"615"	"\"CARRIZO OIL & GAS, INC.\""	2014-12-01	7299041
"616"	"\"CARRIZO OIL & GAS, INC.\""	2015-01-01	7461934
"617"	"\"CARRIZO OIL & GAS, INC.\""	2015-02-01	7622463
"618"	"\"CARRIZO OIL & GAS, INC.\""	2015-03-01	7827656
"619"	"\"CARRIZO OIL & GAS, INC.\""	2015-04-01	8014313
"620"	"\"CARRIZO OIL & GAS, INC.\""	2015-05-01	8209282
"621"	"\"CARRIZO OIL & GAS, INC.\""	2015-06-01	8394363
"622"	"\"CARRIZO OIL & GAS, INC.\""	2015-07-01	8572448
"623"	"\"CARRIZO OIL & GAS, INC.\""	2015-08-01	8734700
"624"	"\"CARRIZO OIL & GAS, INC.\""	2015-09-01	8739464
"625"	"\"CARRIZO OIL & GAS, INC.\""	2015-10-01	8743046
"626"	"\"CARRIZO OIL & GAS, INC.\""	2015-11-01	8743660
"627"	"\"CHESAPEAKE OPERATING, INC.\""	2005-03-01	0
"628"	"\"CHESAPEAKE OPERATING, INC.\""	2005-04-01	0
"629"	"\"CHESAPEAKE OPERATING, INC.\""	2005-05-01	6
"630"	"\"CHESAPEAKE OPERATING, INC.\""	2005-06-01	6
"631"	"\"CHESAPEAKE OPERATING, INC.\""	2005-07-01	7
"632"	"\"CHESAPEAKE OPERATING, INC.\""	2005-08-01	10
"633"	"\"CHESAPEAKE OPERATING, INC.\""	2005-09-01	13
"634"	"\"CHESAPEAKE OPERATING, INC.\""	2005-10-01	16
"635"	"\"CHESAPEAKE OPERATING, INC.\""	2005-11-01	16
"636"	"\"CHESAPEAKE OPERATING, INC.\""	2005-12-01	21
"637"	"\"CHESAPEAKE OPERATING, INC.\""	2006-01-01	21
"638"	"\"CHESAPEAKE OPERATING, INC.\""	2006-02-01	28
"639"	"\"CHESAPEAKE OPERATING, INC.\""	2006-03-01	31
"640"	"\"CHESAPEAKE OPERATING, INC.\""	2006-04-01	33
"641"	"\"CHESAPEAKE OPERATING, INC.\""	2006-05-01	35
"642"	"\"CHESAPEAKE OPERATING, INC.\""	2006-06-01	36
"643"	"\"CHESAPEAKE OPERATING, INC.\""	2006-07-01	36
"644"	"\"CHESAPEAKE OPERATING, INC.\""	2006-08-01	36
"645"	"\"CHESAPEAKE OPERATING, INC.\""	2006-09-01	36
"646"	"\"CHESAPEAKE OPERATING, INC.\""	2006-10-01	36
"647"	"\"CHESAPEAKE OPERATING, INC.\""	2006-11-01	36
"648"	"\"CHESAPEAKE OPERATING, INC.\""	2006-12-01	36
"649"	"\"CHESAPEAKE OPERATING, INC.\""	2007-01-01	37
"650"	"\"CHESAPEAKE OPERATING, INC.\""	2007-02-01	37
"651"	"\"CHESAPEAKE OPERATING, INC.\""	2007-03-01	37
"652"	"\"CHESAPEAKE OPERATING, INC.\""	2007-04-01	41
"653"	"\"CHESAPEAKE OPERATING, INC.\""	2007-05-01	41
"654"	"\"CHESAPEAKE OPERATING, INC.\""	2007-06-01	43
"655"	"\"CHESAPEAKE OPERATING, INC.\""	2007-07-01	46
"656"	"\"CHESAPEAKE OPERATING, INC.\""	2007-08-01	47
"657"	"\"CHESAPEAKE OPERATING, INC.\""	2007-09-01	47
"658"	"\"CHESAPEAKE OPERATING, INC.\""	2007-10-01	47
"659"	"\"CHESAPEAKE OPERATING, INC.\""	2007-11-01	48
"660"	"\"CHESAPEAKE OPERATING, INC.\""	2007-12-01	49
"661"	"\"CHESAPEAKE OPERATING, INC.\""	2008-01-01	49
"662"	"\"CHESAPEAKE OPERATING, INC.\""	2008-02-01	49
"663"	"\"CHESAPEAKE OPERATING, INC.\""	2008-03-01	49
"664"	"\"CHESAPEAKE OPERATING, INC.\""	2008-04-01	51
"665"	"\"CHESAPEAKE OPERATING, INC.\""	2008-05-01	52
"666"	"\"CHESAPEAKE OPERATING, INC.\""	2008-06-01	53
"667"	"\"CHESAPEAKE OPERATING, INC.\""	2008-07-01	53
"668"	"\"CHESAPEAKE OPERATING, INC.\""	2008-08-01	53
"669"	"\"CHESAPEAKE OPERATING, INC.\""	2008-09-01	53
"670"	"\"CHESAPEAKE OPERATING, INC.\""	2008-10-01	55
"671"	"\"CHESAPEAKE OPERATING, INC.\""	2008-11-01	56
"672"	"\"CHESAPEAKE OPERATING, INC.\""	2008-12-01	59
"673"	"\"CHESAPEAKE OPERATING, INC.\""	2009-01-01	59
"674"	"\"CHESAPEAKE OPERATING, INC.\""	2009-02-01	62
"675"	"\"CHESAPEAKE OPERATING, INC.\""	2009-03-01	63
"676"	"\"CHESAPEAKE OPERATING, INC.\""	2009-04-01	64
"677"	"\"CHESAPEAKE OPERATING, INC.\""	2009-05-01	65
"678"	"\"CHESAPEAKE OPERATING, INC.\""	2009-06-01	65
"679"	"\"CHESAPEAKE OPERATING, INC.\""	2009-07-01	65
"680"	"\"CHESAPEAKE OPERATING, INC.\""	2009-08-01	65
"681"	"\"CHESAPEAKE OPERATING, INC.\""	2009-09-01	65
"682"	"\"CHESAPEAKE OPERATING, INC.\""	2009-10-01	65
"683"	"\"CHESAPEAKE OPERATING, INC.\""	2009-11-01	65
"684"	"\"CHESAPEAKE OPERATING, INC.\""	2009-12-01	65
"685"	"\"CHESAPEAKE OPERATING, INC.\""	2010-01-01	65
"686"	"\"CHESAPEAKE OPERATING, INC.\""	2010-02-01	1797
"687"	"\"CHESAPEAKE OPERATING, INC.\""	2010-03-01	2014
"688"	"\"CHESAPEAKE OPERATING, INC.\""	2010-04-01	2543
"689"	"\"CHESAPEAKE OPERATING, INC.\""	2010-05-01	11560
"690"	"\"CHESAPEAKE OPERATING, INC.\""	2010-06-01	33302
"691"	"\"CHESAPEAKE OPERATING, INC.\""	2010-07-01	53415
"692"	"\"CHESAPEAKE OPERATING, INC.\""	2010-08-01	78260
"693"	"\"CHESAPEAKE OPERATING, INC.\""	2010-09-01	105752
"694"	"\"CHESAPEAKE OPERATING, INC.\""	2010-10-01	129345
"695"	"\"CHESAPEAKE OPERATING, INC.\""	2010-11-01	143719
"696"	"\"CHESAPEAKE OPERATING, INC.\""	2010-12-01	180218
"697"	"\"CHESAPEAKE OPERATING, INC.\""	2011-01-01	207431
"698"	"\"CHESAPEAKE OPERATING, INC.\""	2011-02-01	256795
"699"	"\"CHESAPEAKE OPERATING, INC.\""	2011-03-01	329372
"700"	"\"CHESAPEAKE OPERATING, INC.\""	2011-04-01	392299
"701"	"\"CHESAPEAKE OPERATING, INC.\""	2011-05-01	481723
"702"	"\"CHESAPEAKE OPERATING, INC.\""	2011-06-01	566185
"703"	"\"CHESAPEAKE OPERATING, INC.\""	2011-07-01	725629
"704"	"\"CHESAPEAKE OPERATING, INC.\""	2011-08-01	937279
"705"	"\"CHESAPEAKE OPERATING, INC.\""	2011-09-01	1189780
"706"	"\"CHESAPEAKE OPERATING, INC.\""	2011-10-01	1398650
"707"	"\"CHESAPEAKE OPERATING, INC.\""	2011-11-01	1655758
"708"	"\"CHESAPEAKE OPERATING, INC.\""	2011-12-01	1959216
"709"	"\"CHESAPEAKE OPERATING, INC.\""	2012-01-01	2369545
"710"	"\"CHESAPEAKE OPERATING, INC.\""	2012-02-01	2758068
"711"	"\"CHESAPEAKE OPERATING, INC.\""	2012-03-01	3281649
"712"	"\"CHESAPEAKE OPERATING, INC.\""	2012-04-01	4012521
"713"	"\"CHESAPEAKE OPERATING, INC.\""	2012-05-01	4804460
"714"	"\"CHESAPEAKE OPERATING, INC.\""	2012-06-01	5616566
"715"	"\"CHESAPEAKE OPERATING, INC.\""	2012-07-01	6506643
"716"	"\"CHESAPEAKE OPERATING, INC.\""	2012-08-01	7527249
"717"	"\"CHESAPEAKE OPERATING, INC.\""	2012-09-01	8393454
"718"	"\"CHESAPEAKE OPERATING, INC.\""	2012-10-01	9511872
"719"	"\"CHESAPEAKE OPERATING, INC.\""	2012-11-01	10702008
"720"	"\"CHESAPEAKE OPERATING, INC.\""	2012-12-01	11851395
"721"	"\"CHESAPEAKE OPERATING, INC.\""	2013-01-01	13101675
"722"	"\"CHESAPEAKE OPERATING, INC.\""	2013-02-01	14547280
"723"	"\"CHESAPEAKE OPERATING, INC.\""	2013-03-01	16075949
"724"	"\"CHESAPEAKE OPERATING, INC.\""	2013-04-01	17697512
"725"	"\"CHESAPEAKE OPERATING, INC.\""	2013-05-01	19341654
"726"	"\"CHESAPEAKE OPERATING, INC.\""	2013-06-01	21122257
"727"	"\"CHESAPEAKE OPERATING, INC.\""	2013-07-01	22952774
"728"	"\"CHESAPEAKE OPERATING, INC.\""	2013-08-01	24780398
"729"	"\"CHESAPEAKE OPERATING, INC.\""	2013-09-01	26561145
"730"	"\"CHESAPEAKE OPERATING, INC.\""	2013-10-01	28143711
"731"	"\"CHESAPEAKE OPERATING, INC.\""	2013-11-01	29874840
"732"	"\"CHESAPEAKE OPERATING, INC.\""	2013-12-01	31689099
"733"	"\"CHESAPEAKE OPERATING, INC.\""	2014-01-01	33594182
"734"	"\"CHESAPEAKE OPERATING, INC.\""	2014-02-01	35372548
"735"	"\"CHESAPEAKE OPERATING, INC.\""	2014-03-01	37307219
"736"	"\"CHESAPEAKE OPERATING, INC.\""	2014-04-01	39241489
"737"	"\"CHESAPEAKE OPERATING, INC.\""	2014-05-01	41264524
